 test, q,bot_pos,button_pos,fire_pos,Winnability, result1, result2, result3, result4, t1, t2, t3, t4, final_path1, final_path2, final_path3, final_path4
19,0.5,"(14, 1)","(27, 31)","(32, 1)",1,1,1,1,1,45,45,45,45,"[(15, 1), (15, 2), (16, 2), (17, 2), (17, 3), (17, 4), (18, 4), (18, 5), (19, 5), (19, 6), (19, 7), (20, 7), (20, 8), (21, 8), (22, 8), (23, 8), (23, 9), (23, 10), (22, 10), (22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (22, 20), (22, 21), (22, 22), (23, 22), (24, 22), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (25, 27), (26, 27), (26, 28), (27, 28), (27, 29), (27, 30), (27, 31)]","[(15, 1), (15, 2), (16, 2), (17, 2), (17, 3), (17, 4), (18, 4), (18, 5), (19, 5), (19, 6), (19, 7), (20, 7), (20, 8), (21, 8), (22, 8), (23, 8), (23, 9), (23, 10), (22, 10), (22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (22, 20), (22, 21), (22, 22), (23, 22), (24, 22), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (25, 27), (26, 27), (26, 28), (27, 28), (27, 29), (27, 30), (27, 31)]","[(15, 1), (15, 2), (16, 2), (17, 2), (17, 3), (17, 4), (18, 4), (18, 5), (19, 5), (19, 6), (19, 7), (20, 7), (20, 8), (21, 8), (22, 8), (23, 8), (23, 9), (23, 10), (22, 10), (22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (22, 20), (22, 21), (22, 22), (23, 22), (24, 22), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (25, 27), (26, 27), (26, 28), (27, 28), (27, 29), (27, 30), (27, 31)]","[(15, 1), (15, 2), (16, 2), (17, 2), (17, 3), (17, 4), (18, 4), (18, 5), (19, 5), (19, 6), (19, 7), (20, 7), (20, 8), (21, 8), (22, 8), (23, 8), (23, 9), (23, 10), (22, 10), (22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (22, 20), (22, 21), (22, 22), (23, 22), (24, 22), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (25, 27), (26, 27), (26, 28), (27, 28), (27, 29), (27, 30), (27, 31)]"
20,0.45,"(24, 29)","(11, 28)","(31, 35)",1,1,1,1,1,20,20,20,20,"[(24, 30), (23, 30), (23, 31), (22, 31), (21, 31), (20, 31), (19, 31), (18, 31), (17, 31), (17, 30), (16, 30), (15, 30), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (11, 30), (11, 29), (11, 28)]","[(24, 30), (23, 30), (23, 31), (22, 31), (21, 31), (20, 31), (19, 31), (18, 31), (17, 31), (17, 30), (16, 30), (15, 30), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (11, 30), (11, 29), (11, 28)]","[(24, 30), (23, 30), (23, 31), (22, 31), (21, 31), (20, 31), (19, 31), (18, 31), (17, 31), (17, 30), (16, 30), (15, 30), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (11, 30), (11, 29), (11, 28)]","[(24, 28), (23, 28), (22, 28), (21, 28), (21, 27), (21, 26), (20, 26), (19, 26), (18, 26), (18, 25), (17, 25), (16, 25), (15, 25), (14, 25), (13, 25), (12, 25), (11, 25), (11, 26), (11, 27), (11, 28)]"
21,0.85,"(10, 7)","(36, 19)","(27, 7)",0,0,0,0,0,23,23,31,23,"[(9, 7), (9, 8), (9, 9), (10, 9), (11, 9), (12, 9), (13, 9), (13, 10), (13, 11), (13, 12), (14, 12), (15, 12), (15, 13), (16, 13), (17, 13), (18, 13), (19, 13), (19, 14), (20, 14), (20, 15), (20, 16), (20, 17), (20, 18)]","[(9, 7), (9, 8), (9, 9), (10, 9), (11, 9), (12, 9), (13, 9), (13, 10), (13, 11), (13, 12), (14, 12), (15, 12), (15, 13), (16, 13), (17, 13), (18, 13), (19, 13), (19, 14), (20, 14), (20, 15), (20, 16), (20, 17), (20, 16)]","[(9, 7), (9, 8), (9, 9), (10, 9), (11, 9), (12, 9), (13, 9), (13, 10), (13, 11), (13, 12), (14, 12), (15, 12), (15, 13), (16, 13), (17, 13), (18, 13), (19, 13), (19, 14), (20, 14), (20, 15), (20, 16), (19, 16), (18, 16), (18, 17), (17, 17), (16, 17), (16, 16), (15, 16), (15, 15), (14, 15), (13, 15)]","[(9, 7), (9, 8), (9, 9), (9, 10), (10, 10), (11, 10), (11, 11), (11, 12), (11, 13), (11, 14), (12, 14), (12, 15), (13, 15), (14, 15), (15, 15), (15, 16), (16, 16), (16, 17), (17, 17), (17, 18), (17, 19), (18, 19), (19, 19)]"
22,0.15,"(15, 12)","(5, 13)","(3, 33)",1,1,1,1,1,15,15,15,15,"[(15, 11), (14, 11), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (8, 11), (8, 12), (7, 12), (6, 12), (6, 13), (5, 13)]","[(15, 11), (14, 11), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (8, 11), (8, 12), (7, 12), (6, 12), (6, 13), (5, 13)]","[(15, 11), (14, 11), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (8, 11), (8, 12), (7, 12), (6, 12), (6, 13), (5, 13)]","[(15, 11), (14, 11), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (8, 11), (8, 12), (7, 12), (6, 12), (6, 13), (5, 13)]"
23,0.1,"(37, 18)","(36, 29)","(15, 8)",1,1,1,1,1,34,34,34,34,"[(36, 18), (35, 18), (34, 18), (33, 18), (32, 18), (32, 19), (32, 20), (32, 21), (31, 21), (30, 21), (29, 21), (28, 21), (27, 21), (27, 22), (27, 23), (27, 24), (27, 25), (28, 25), (28, 26), (28, 27), (28, 28), (28, 29), (28, 30), (29, 30), (30, 30), (31, 30), (31, 31), (32, 31), (33, 31), (34, 31), (35, 31), (36, 31), (36, 30), (36, 29)]","[(36, 18), (35, 18), (34, 18), (33, 18), (32, 18), (32, 19), (32, 20), (32, 21), (31, 21), (30, 21), (29, 21), (28, 21), (27, 21), (27, 22), (27, 23), (27, 24), (27, 25), (28, 25), (28, 26), (28, 27), (28, 28), (28, 29), (28, 30), (29, 30), (30, 30), (31, 30), (31, 31), (32, 31), (33, 31), (34, 31), (35, 31), (36, 31), (36, 30), (36, 29)]","[(36, 18), (35, 18), (34, 18), (33, 18), (32, 18), (32, 19), (32, 20), (32, 21), (31, 21), (30, 21), (29, 21), (28, 21), (27, 21), (27, 22), (27, 23), (27, 24), (27, 25), (28, 25), (28, 26), (28, 27), (28, 28), (28, 29), (28, 30), (29, 30), (30, 30), (31, 30), (31, 31), (32, 31), (33, 31), (34, 31), (35, 31), (36, 31), (36, 30), (36, 29)]","[(36, 18), (35, 18), (34, 18), (33, 18), (32, 18), (32, 19), (32, 20), (32, 21), (31, 21), (30, 21), (29, 21), (28, 21), (27, 21), (27, 22), (27, 23), (27, 24), (27, 25), (28, 25), (28, 26), (28, 27), (28, 28), (28, 29), (28, 30), (29, 30), (30, 30), (31, 30), (31, 31), (32, 31), (33, 31), (34, 31), (35, 31), (36, 31), (36, 30), (36, 29)]"
24,0.6,"(3, 8)","(2, 12)","(34, 34)",1,1,1,1,1,5,5,5,5,"[(3, 9), (3, 10), (3, 11), (2, 11), (2, 12)]","[(3, 9), (3, 10), (3, 11), (2, 11), (2, 12)]","[(3, 9), (3, 10), (3, 11), (2, 11), (2, 12)]","[(3, 9), (3, 10), (3, 11), (2, 11), (2, 12)]"
25,0.7,"(3, 14)","(18, 8)","(19, 14)",0,0,0,0,0,12,12,12,12,"[(3, 13), (3, 12), (4, 12), (4, 11), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11)]","[(3, 13), (3, 12), (4, 12), (4, 11), (5, 11), (6, 11), (7, 11), (7, 10), (8, 10), (8, 9), (8, 8), (8, 7)]","[(3, 13), (3, 12), (4, 12), (4, 11), (5, 11), (6, 11), (7, 11), (7, 10), (8, 10), (8, 9), (8, 8), (8, 7)]","[(3, 13), (3, 12), (4, 12), (4, 11), (5, 11), (6, 11), (7, 11), (7, 10), (8, 10), (8, 9), (8, 8), (8, 7)]"
26,0.4,"(12, 18)","(36, 1)","(36, 22)",1,1,1,1,1,45,45,45,45,"[(12, 17), (12, 16), (12, 15), (13, 15), (13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (14, 10), (15, 10), (16, 10), (17, 10), (18, 10), (18, 9), (19, 9), (20, 9), (21, 9), (21, 8), (22, 8), (23, 8), (23, 9), (24, 9), (25, 9), (25, 8), (26, 8), (27, 8), (27, 9), (28, 9), (29, 9), (29, 8), (29, 7), (30, 7), (31, 7), (31, 6), (31, 5), (32, 5), (32, 4), (32, 3), (33, 3), (34, 3), (35, 3), (35, 2), (36, 2), (36, 1)]","[(12, 17), (12, 16), (12, 15), (13, 15), (13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (14, 10), (15, 10), (16, 10), (17, 10), (18, 10), (18, 9), (19, 9), (20, 9), (21, 9), (21, 8), (22, 8), (23, 8), (23, 9), (24, 9), (25, 9), (25, 8), (26, 8), (27, 8), (27, 9), (28, 9), (29, 9), (29, 8), (29, 7), (30, 7), (31, 7), (31, 6), (31, 5), (32, 5), (32, 4), (32, 3), (33, 3), (34, 3), (35, 3), (35, 2), (36, 2), (36, 1)]","[(12, 17), (12, 16), (12, 15), (13, 15), (13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (14, 10), (15, 10), (16, 10), (17, 10), (18, 10), (18, 9), (19, 9), (20, 9), (21, 9), (21, 8), (22, 8), (23, 8), (23, 9), (24, 9), (25, 9), (25, 8), (26, 8), (27, 8), (27, 9), (28, 9), (29, 9), (29, 8), (29, 7), (30, 7), (31, 7), (31, 6), (31, 5), (32, 5), (32, 4), (32, 3), (33, 3), (34, 3), (35, 3), (35, 2), (36, 2), (36, 1)]","[(12, 17), (12, 16), (12, 15), (13, 15), (13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (14, 10), (15, 10), (16, 10), (17, 10), (18, 10), (18, 9), (19, 9), (20, 9), (21, 9), (21, 8), (22, 8), (23, 8), (23, 9), (24, 9), (25, 9), (25, 8), (26, 8), (27, 8), (27, 9), (28, 9), (29, 9), (29, 8), (29, 7), (30, 7), (31, 7), (31, 6), (31, 5), (32, 5), (32, 4), (32, 3), (33, 3), (34, 3), (35, 3), (35, 2), (36, 2), (36, 1)]"
27,0.6,"(34, 27)","(25, 6)","(10, 17)",1,1,1,1,1,34,34,34,34,"[(34, 26), (34, 25), (33, 25), (32, 25), (31, 25), (31, 24), (31, 23), (30, 23), (29, 23), (29, 22), (29, 21), (29, 20), (30, 20), (30, 19), (30, 18), (29, 18), (29, 17), (29, 16), (29, 15), (30, 15), (30, 14), (30, 13), (30, 12), (29, 12), (29, 11), (29, 10), (29, 9), (29, 8), (29, 7), (28, 7), (27, 7), (26, 7), (25, 7), (25, 6)]","[(34, 26), (34, 25), (33, 25), (32, 25), (31, 25), (31, 24), (31, 23), (30, 23), (29, 23), (29, 22), (29, 21), (29, 20), (30, 20), (30, 19), (30, 18), (29, 18), (29, 17), (29, 16), (29, 15), (30, 15), (30, 14), (30, 13), (30, 12), (29, 12), (29, 11), (29, 10), (29, 9), (29, 8), (29, 7), (28, 7), (27, 7), (26, 7), (25, 7), (25, 6)]","[(34, 26), (34, 25), (33, 25), (32, 25), (31, 25), (31, 24), (31, 23), (30, 23), (29, 23), (29, 22), (29, 21), (29, 20), (30, 20), (30, 19), (30, 18), (29, 18), (29, 17), (29, 16), (29, 15), (30, 15), (30, 14), (30, 13), (30, 12), (29, 12), (29, 11), (29, 10), (29, 9), (29, 8), (29, 7), (28, 7), (27, 7), (26, 7), (25, 7), (25, 6)]","[(34, 26), (34, 25), (33, 25), (32, 25), (31, 25), (31, 24), (31, 23), (30, 23), (29, 23), (29, 22), (29, 21), (29, 20), (30, 20), (30, 19), (30, 18), (29, 18), (29, 17), (29, 16), (29, 15), (30, 15), (30, 14), (30, 13), (30, 12), (30, 11), (30, 10), (29, 10), (29, 9), (29, 8), (29, 7), (28, 7), (27, 7), (27, 6), (26, 6), (25, 6)]"
28,0.45,"(17, 29)","(32, 34)","(9, 17)",1,1,1,1,1,26,26,26,26,"[(17, 30), (17, 31), (17, 32), (18, 32), (19, 32), (20, 32), (20, 33), (20, 34), (21, 34), (21, 35), (21, 36), (22, 36), (23, 36), (24, 36), (25, 36), (26, 36), (26, 37), (27, 37), (28, 37), (29, 37), (29, 36), (30, 36), (31, 36), (32, 36), (32, 35), (32, 34)]","[(17, 30), (17, 31), (17, 32), (18, 32), (19, 32), (20, 32), (20, 33), (20, 34), (21, 34), (21, 35), (21, 36), (22, 36), (23, 36), (24, 36), (25, 36), (26, 36), (26, 37), (27, 37), (28, 37), (29, 37), (29, 36), (30, 36), (31, 36), (32, 36), (32, 35), (32, 34)]","[(17, 30), (17, 31), (17, 32), (18, 32), (19, 32), (20, 32), (20, 33), (20, 34), (21, 34), (21, 35), (21, 36), (22, 36), (23, 36), (24, 36), (25, 36), (26, 36), (26, 37), (27, 37), (28, 37), (29, 37), (29, 36), (30, 36), (31, 36), (32, 36), (32, 35), (32, 34)]","[(17, 30), (17, 31), (17, 32), (18, 32), (19, 32), (20, 32), (20, 33), (20, 34), (21, 34), (21, 35), (21, 36), (22, 36), (23, 36), (24, 36), (25, 36), (26, 36), (26, 37), (27, 37), (28, 37), (29, 37), (29, 36), (30, 36), (31, 36), (32, 36), (32, 35), (32, 34)]"
29,0.85,"(22, 10)","(29, 21)","(34, 22)",0,0,0,0,0,9,9,9,9,"[(22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (23, 15), (23, 16), (24, 16), (24, 17)]","[(22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (23, 15), (23, 16), (24, 16), (24, 17)]","[(22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (23, 15), (23, 16), (24, 16), (24, 17)]","[(22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (23, 15), (23, 16), (24, 16), (24, 17)]"
30,0.75,"(9, 26)","(5, 38)","(8, 1)",1,1,1,1,1,18,18,18,18,"[(8, 26), (7, 26), (7, 27), (6, 27), (6, 28), (6, 29), (6, 30), (6, 31), (7, 31), (7, 32), (7, 33), (6, 33), (5, 33), (5, 34), (5, 35), (5, 36), (5, 37), (5, 38)]","[(8, 26), (7, 26), (7, 27), (6, 27), (6, 28), (6, 29), (6, 30), (6, 31), (7, 31), (7, 32), (7, 33), (6, 33), (5, 33), (5, 34), (5, 35), (5, 36), (5, 37), (5, 38)]","[(8, 26), (7, 26), (7, 27), (6, 27), (6, 28), (6, 29), (6, 30), (6, 31), (7, 31), (7, 32), (7, 33), (6, 33), (5, 33), (5, 34), (5, 35), (5, 36), (5, 37), (5, 38)]","[(9, 27), (8, 27), (7, 27), (6, 27), (6, 28), (6, 29), (6, 30), (6, 31), (7, 31), (7, 32), (7, 33), (6, 33), (5, 33), (5, 34), (5, 35), (5, 36), (5, 37), (5, 38)]"
31,0.45,"(20, 25)","(10, 38)","(32, 18)",1,1,1,1,1,25,25,25,29,"[(21, 25), (21, 26), (21, 27), (20, 27), (20, 28), (20, 29), (19, 29), (19, 30), (18, 30), (17, 30), (17, 31), (17, 32), (17, 33), (17, 34), (17, 35), (16, 35), (15, 35), (14, 35), (14, 36), (14, 37), (13, 37), (12, 37), (11, 37), (10, 37), (10, 38)]","[(21, 25), (21, 26), (21, 27), (20, 27), (20, 28), (20, 29), (19, 29), (19, 30), (18, 30), (17, 30), (17, 31), (17, 32), (17, 33), (17, 34), (17, 35), (16, 35), (15, 35), (14, 35), (14, 36), (14, 37), (13, 37), (12, 37), (11, 37), (10, 37), (10, 38)]","[(21, 25), (21, 26), (21, 27), (20, 27), (20, 28), (20, 29), (19, 29), (19, 30), (18, 30), (17, 30), (17, 31), (17, 32), (17, 33), (17, 34), (17, 35), (16, 35), (15, 35), (14, 35), (14, 36), (14, 37), (13, 37), (12, 37), (11, 37), (10, 37), (10, 38)]","[(21, 25), (21, 26), (21, 27), (20, 27), (19, 27), (18, 27), (17, 27), (16, 27), (16, 28), (16, 29), (15, 29), (15, 30), (15, 31), (15, 32), (16, 32), (17, 32), (17, 33), (17, 34), (17, 35), (16, 35), (15, 35), (14, 35), (14, 36), (14, 37), (13, 37), (12, 37), (11, 37), (10, 37), (10, 38)]"
32,0.15,"(36, 26)","(31, 5)","(33, 33)",1,1,1,1,1,28,28,28,28,"[(36, 25), (36, 24), (36, 23), (36, 22), (36, 21), (36, 20), (36, 19), (35, 19), (35, 18), (35, 17), (35, 16), (34, 16), (34, 15), (34, 14), (33, 14), (33, 13), (32, 13), (32, 12), (32, 11), (32, 10), (31, 10), (31, 9), (31, 8), (30, 8), (30, 7), (30, 6), (30, 5), (31, 5)]","[(36, 25), (36, 24), (36, 23), (36, 22), (36, 21), (36, 20), (36, 19), (35, 19), (35, 18), (35, 17), (35, 16), (34, 16), (34, 15), (34, 14), (33, 14), (33, 13), (32, 13), (32, 12), (32, 11), (32, 10), (31, 10), (31, 9), (31, 8), (30, 8), (30, 7), (30, 6), (30, 5), (31, 5)]","[(36, 25), (36, 24), (36, 23), (36, 22), (36, 21), (36, 20), (36, 19), (35, 19), (35, 18), (35, 17), (35, 16), (34, 16), (34, 15), (34, 14), (33, 14), (33, 13), (32, 13), (32, 12), (32, 11), (32, 10), (31, 10), (31, 9), (31, 8), (30, 8), (30, 7), (30, 6), (30, 5), (31, 5)]","[(36, 25), (36, 24), (36, 23), (36, 22), (36, 21), (36, 20), (36, 19), (36, 18), (35, 18), (35, 17), (35, 16), (34, 16), (34, 15), (34, 14), (34, 13), (33, 13), (32, 13), (32, 12), (32, 11), (32, 10), (31, 10), (31, 9), (31, 8), (30, 8), (30, 7), (30, 6), (30, 5), (31, 5)]"
33,0.9,"(38, 3)","(13, 2)","(28, 7)",0,0,0,0,0,14,12,12,12,"[(37, 3), (36, 3), (35, 3), (34, 3), (33, 3), (32, 3), (32, 2), (32, 1), (31, 1), (30, 1), (29, 1), (28, 1), (28, 2), (27, 2)]","[(37, 3), (36, 3), (35, 3), (34, 3), (33, 3), (32, 3), (32, 2), (32, 1), (31, 1), (30, 1), (29, 1)]","[(37, 3), (36, 3), (35, 3), (34, 3), (33, 3), (32, 3), (32, 2), (32, 1), (31, 1), (30, 1), (29, 1)]","[(37, 3), (36, 3), (35, 3), (34, 3), (33, 3), (32, 3), (32, 2), (32, 1), (31, 1), (30, 1), (29, 1)]"
34,0.1,"(24, 20)","(13, 17)","(37, 6)",1,1,1,1,1,18,18,18,18,"[(24, 21), (24, 22), (23, 22), (22, 22), (21, 22), (20, 22), (19, 22), (18, 22), (18, 21), (17, 21), (17, 20), (16, 20), (16, 19), (16, 18), (15, 18), (14, 18), (13, 18), (13, 17)]","[(24, 21), (24, 22), (23, 22), (22, 22), (21, 22), (20, 22), (19, 22), (18, 22), (18, 21), (17, 21), (17, 20), (16, 20), (16, 19), (16, 18), (15, 18), (14, 18), (13, 18), (13, 17)]","[(24, 21), (24, 22), (23, 22), (22, 22), (21, 22), (20, 22), (19, 22), (18, 22), (18, 21), (17, 21), (17, 20), (16, 20), (16, 19), (16, 18), (15, 18), (14, 18), (13, 18), (13, 17)]","[(24, 21), (24, 22), (23, 22), (22, 22), (21, 22), (20, 22), (19, 22), (18, 22), (18, 21), (17, 21), (17, 20), (16, 20), (16, 19), (16, 18), (15, 18), (14, 18), (13, 18), (13, 17)]"
35,0.7,"(10, 34)","(2, 13)","(19, 0)",1,1,1,1,1,33,33,33,33,"[(9, 34), (9, 33), (9, 32), (9, 31), (8, 31), (7, 31), (7, 30), (6, 30), (5, 30), (5, 29), (5, 28), (5, 27), (4, 27), (4, 26), (4, 25), (4, 24), (4, 23), (4, 22), (5, 22), (5, 21), (5, 20), (4, 20), (3, 20), (2, 20), (2, 19), (1, 19), (1, 18), (1, 17), (1, 16), (1, 15), (1, 14), (1, 13), (2, 13)]","[(9, 34), (9, 33), (9, 32), (9, 31), (8, 31), (7, 31), (7, 30), (6, 30), (5, 30), (5, 29), (5, 28), (5, 27), (4, 27), (4, 26), (4, 25), (4, 24), (4, 23), (4, 22), (5, 22), (5, 21), (5, 20), (4, 20), (3, 20), (2, 20), (2, 19), (1, 19), (1, 18), (1, 17), (1, 16), (1, 15), (1, 14), (1, 13), (2, 13)]","[(9, 34), (9, 33), (9, 32), (9, 31), (8, 31), (7, 31), (7, 30), (6, 30), (5, 30), (5, 29), (5, 28), (5, 27), (4, 27), (4, 26), (4, 25), (4, 24), (4, 23), (4, 22), (5, 22), (5, 21), (5, 20), (4, 20), (3, 20), (2, 20), (2, 19), (1, 19), (1, 18), (1, 17), (1, 16), (1, 15), (1, 14), (1, 13), (2, 13)]","[(9, 34), (9, 33), (9, 32), (9, 31), (8, 31), (7, 31), (7, 30), (6, 30), (5, 30), (5, 29), (5, 28), (5, 27), (4, 27), (4, 26), (4, 25), (4, 24), (4, 23), (4, 22), (5, 22), (5, 21), (5, 20), (4, 20), (3, 20), (2, 20), (2, 19), (1, 19), (1, 18), (1, 17), (1, 16), (1, 15), (1, 14), (1, 13), (2, 13)]"
36,0.7,"(22, 28)","(4, 20)","(29, 24)",1,1,1,1,1,26,26,26,26,"[(21, 28), (20, 28), (19, 28), (18, 28), (17, 28), (16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (9, 27), (8, 27), (7, 27), (7, 26), (7, 25), (6, 25), (6, 24), (5, 24), (5, 23), (5, 22), (5, 21), (4, 21), (4, 20)]","[(21, 28), (20, 28), (19, 28), (18, 28), (17, 28), (16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (9, 27), (8, 27), (7, 27), (7, 26), (7, 25), (6, 25), (6, 24), (5, 24), (5, 23), (5, 22), (5, 21), (4, 21), (4, 20)]","[(21, 28), (20, 28), (19, 28), (18, 28), (17, 28), (16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (9, 27), (8, 27), (7, 27), (7, 26), (7, 25), (6, 25), (6, 24), (5, 24), (5, 23), (5, 22), (5, 21), (4, 21), (4, 20)]","[(21, 28), (20, 28), (19, 28), (18, 28), (17, 28), (16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (9, 27), (8, 27), (7, 27), (7, 26), (7, 25), (6, 25), (6, 24), (5, 24), (5, 23), (5, 22), (5, 21), (4, 21), (4, 20)]"
37,0.05,"(26, 18)","(11, 11)","(8, 20)",1,1,1,1,1,24,24,24,24,"[(26, 17), (25, 17), (24, 17), (24, 16), (23, 16), (22, 16), (21, 16), (21, 15), (20, 15), (19, 15), (19, 14), (18, 14), (17, 14), (17, 13), (16, 13), (15, 13), (14, 13), (14, 14), (13, 14), (12, 14), (12, 13), (12, 12), (12, 11), (11, 11)]","[(26, 17), (25, 17), (24, 17), (24, 16), (23, 16), (22, 16), (21, 16), (21, 15), (20, 15), (19, 15), (19, 14), (18, 14), (17, 14), (17, 13), (16, 13), (15, 13), (14, 13), (14, 14), (13, 14), (12, 14), (12, 13), (12, 12), (12, 11), (11, 11)]","[(26, 17), (25, 17), (24, 17), (24, 16), (23, 16), (22, 16), (21, 16), (21, 15), (20, 15), (19, 15), (19, 14), (18, 14), (17, 14), (17, 13), (16, 13), (15, 13), (14, 13), (14, 14), (13, 14), (12, 14), (12, 13), (12, 12), (12, 11), (11, 11)]","[(26, 17), (25, 17), (24, 17), (24, 16), (23, 16), (22, 16), (22, 15), (21, 15), (20, 15), (19, 15), (19, 14), (18, 14), (17, 14), (17, 13), (16, 13), (15, 13), (14, 13), (14, 14), (13, 14), (12, 14), (12, 13), (12, 12), (12, 11), (11, 11)]"
38,0.25,"(8, 16)","(34, 26)","(5, 12)",1,1,1,1,1,40,40,40,44,"[(9, 16), (10, 16), (11, 16), (11, 17), (12, 17), (13, 17), (14, 17), (15, 17), (15, 18), (15, 19), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (23, 18), (24, 18), (25, 18), (26, 18), (27, 18), (27, 17), (28, 17), (29, 17), (29, 18), (29, 19), (29, 20), (29, 21), (29, 22), (29, 23), (29, 24), (29, 25), (30, 25), (31, 25), (32, 25), (33, 25), (34, 25), (34, 26)]","[(9, 16), (10, 16), (11, 16), (11, 17), (12, 17), (13, 17), (14, 17), (15, 17), (15, 18), (15, 19), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (23, 18), (24, 18), (25, 18), (26, 18), (27, 18), (27, 17), (28, 17), (29, 17), (29, 18), (29, 19), (29, 20), (29, 21), (29, 22), (29, 23), (29, 24), (29, 25), (30, 25), (31, 25), (32, 25), (33, 25), (34, 25), (34, 26)]","[(9, 16), (10, 16), (11, 16), (11, 17), (12, 17), (13, 17), (14, 17), (15, 17), (15, 18), (15, 19), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (23, 18), (24, 18), (25, 18), (26, 18), (27, 18), (27, 17), (28, 17), (29, 17), (29, 18), (29, 19), (29, 20), (29, 21), (29, 22), (29, 23), (29, 24), (29, 25), (30, 25), (31, 25), (32, 25), (33, 25), (34, 25), (34, 26)]","[(8, 17), (8, 18), (9, 18), (10, 18), (10, 19), (10, 20), (11, 20), (11, 21), (12, 21), (13, 21), (13, 22), (13, 23), (14, 23), (15, 23), (16, 23), (17, 23), (18, 23), (19, 23), (19, 24), (20, 24), (21, 24), (22, 24), (22, 25), (23, 25), (24, 25), (25, 25), (25, 26), (26, 26), (27, 26), (27, 27), (27, 28), (27, 29), (28, 29), (29, 29), (29, 28), (30, 28), (31, 28), (32, 28), (32, 27), (32, 26), (32, 25), (33, 25), (34, 25), (34, 26)]"
39,0.15,"(17, 13)","(25, 22)","(1, 28)",1,1,1,1,1,17,17,17,19,"[(17, 14), (18, 14), (18, 15), (19, 15), (20, 15), (20, 16), (20, 17), (20, 18), (21, 18), (21, 19), (21, 20), (22, 20), (22, 21), (22, 22), (23, 22), (24, 22), (25, 22)]","[(17, 14), (18, 14), (18, 15), (19, 15), (20, 15), (20, 16), (20, 17), (20, 18), (21, 18), (21, 19), (21, 20), (22, 20), (22, 21), (22, 22), (23, 22), (24, 22), (25, 22)]","[(17, 14), (18, 14), (18, 15), (19, 15), (20, 15), (20, 16), (20, 17), (20, 18), (21, 18), (21, 19), (21, 20), (22, 20), (22, 21), (22, 22), (23, 22), (24, 22), (25, 22)]","[(17, 14), (18, 14), (18, 15), (19, 15), (20, 15), (20, 16), (21, 16), (22, 16), (23, 16), (23, 17), (23, 18), (23, 19), (23, 20), (22, 20), (22, 21), (22, 22), (23, 22), (24, 22), (25, 22)]"
